Molecule Name,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value,Target Name,Comment,Action Type,Assay Description,Document Year
,CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,Ki,400.0,nM,6.4,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin),2018.0
,COc1ccc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)N4CCC4(C)C)C3)[nH]n2)cn1,Ki,0.95,nM,9.02,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of N-terminal His6-tagged human recombinant GSK3beta H350L mutant expressed in baculovirus-infected Sf21 cells assessed as reduction in production of ADP using 5-FAMKRREILSRRPpSYR-COOH peptide as substrate preincubated with enzyme for 15 mins followed by further incubation with ATP for 30 mins by fluorescence-based microfluidic mobility shift assay,2020.0
,Nc1nonc1-c1nc2ccccc2n1-c1ccccc1,Ki,620.0,nM,6.21,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as decrease in NADH absorbance at 340 nm in the presence of,2009.0
,Cc1cc(Nc2nc(N(C)c3ccccc3)nc3ccccc23)n[nH]1,Ki,312.0,nM,6.51,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2009.0
,Cc1cc(Nc2nc(Sc3cccc(Cl)c3Cl)nc3ccccc23)n[nH]1,Ki,48.0,nM,7.32,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2009.0
,CN(C)C(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCCF,IC50,148.9,nM,6.83,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2023.0
,Cc1ccncc1NC(=O)c1ccnc(NC(=O)C2CC2)c1,IC50,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,O=C(Nc1cnccc1C1CCCCC1)c1ccnc(NC(=O)C2CC2)c1,IC50,120.0,nM,6.92,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,O=C(Nc1cnccc1N1CCCCC1)c1ccnc(NC(=O)C2CC2)c1,IC50,0.99,nM,9.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,C[C@@H]1CN(c2ccncc2NC(=O)c2ccnc(NC(=O)C3CC3)c2)CCO1,IC50,8.8,nM,8.06,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,CC(C)C(=O)Nc1cc(C(=O)Nc2cnccc2OCC(C)(F)F)ccn1,IC50,1.4,nM,8.85,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CC(F)(F)C2)c1,IC50,1.9,nM,8.72,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin) incubated for 1 hr by HTRF assay,2023.0
,Nc1nonc1-n1nnc(C(=O)/N=N/Cc2ccncc2)c1CN1CCCCC1,IC50,100.0,nM,7.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin),2021.0
ELLAGIC ACID,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,IC50,7500.0,nM,5.12,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta,2006.0
,O=S(=O)(Nc1ccc(-c2nc(-c3ccnc(Nc4ccc(OC(F)(F)F)cc4)c3)no2)cc1)c1ccc(Cl)s1,IC50,2980.0,nM,5.53,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) measured after 40 mins by ADP-Glo assay,2021.0
,CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(-c3nc(-c4ccnc(Nc5cccc(Cl)c5)c4)no3)cc2)cc1,IC50,190.0,nM,6.72,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) measured after 40 mins by ADP-Glo assay,2021.0
,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,IC50,1.0,nM,9.0,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCN1CCN(CCCCC(=O)Nc2n[nH]c3nnc(-c4ccccc4)cc23)CC1,IC50,5.0,nM,8.3,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,N#CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,IC50,1100.0,nM,5.96,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,IC50,34.0,nM,7.47,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,COCCn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(F)ccc21,IC50,39.7,nM,7.4,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
,C/C(=C\C=C\[C@@H](C)CC/C=C(\C)CC1OC(=O)C(=O)C1=O)CCCc1ccoc1,IC50,7500.0,nM,5.12,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human GSK3beta,2017.0
,CCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,IC50,5754.4,nM,5.24,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using GS2 peptide as substrate and [gamma33P]-ATP after 30 mins by scintillation counting,2013.0
GW829055X,Clc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccccc3)n2)cc1,Ki,1250.0,nM,5.9,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,O=C(NCCc1ccc([N+](=O)[O-])cc1)c1ccc(O)c2[nH]c(Cc3ccccc3)nc12,IC50,2000.0,nM,5.7,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2012.0
,CCN1CCN(C(=O)c2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5cccs5)nc34)cc2)CC1,IC50,46.0,nM,7.34,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2012.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2cc(Br)ccc2n(CC)c1=O,IC50,2010.0,nM,5.7,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,IC50,5510.0,nM,5.26,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
,CCCCCCCCCCCC(=O)NNC(=O)c1c(O)c2ccccc2[nH]c1=O,IC50,4500.0,nM,5.35,Glycogen synthase kinase-3 beta,,,Allosteric inhibition of human recombinant full length N-terminal GST-tagged GSK3beta expressed in fall armyworm Sf9 cells after 30 min in presence of ATP by kinase glo luminescent assay,2017.0
,CC(C)C(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,IC50,19.0,nM,7.72,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12)C1CC1,IC50,8.0,nM,8.1,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CCC3)c2)nc1OCC1CC1,IC50,80.7,nM,7.09,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human N-terminal His6-tagged GSK-3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2020.0
,CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,IC50,41.6,nM,7.38,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human N-terminal His6-tagged GSK-3beta H350L mutant expressed in baculovirus infected Sf21 cells using GSM as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,2020.0
SB-202190,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Kd,2700.0,nM,5.57,Glycogen synthase kinase-3 beta,,,Binding constant for full-length GSK3B,2008.0
,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,IC50,210.0,nM,6.68,Glycogen synthase kinase-3 beta,,,Inhibition of GSK2beta phosphorylation in human BT474 cells,2010.0
,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,IC50,26.0,nM,7.58,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CC(C)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,IC50,420.0,nM,6.38,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2007.0
,NS(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3ncnn23)cc1,IC50,780.0,nM,6.11,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta using 10 uM ATP,2006.0
,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,Ki,5011.87,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NCCOc1cncc(C=Cc2ccncc2)c1,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)c(OC)c1,Ki,501.19,nM,6.3,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,NC(COCc1ccccc1)COc1cncc(C=Cc2ccncc2)c1,Ki,6309.57,nM,5.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,COc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,IC50,2197.86,nM,5.66,Glycogen synthase kinase-3 beta,,,Inhibitory activity against glycogen synthase kinase-3 beta purified from insect sf9 cells,2004.0
,CN(c1ncnc2[nH]c3cc(-c4ccccc4)ccc3c12)C1CCCN(CCC#N)C1,IC50,5011.87,nM,5.3,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3-beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated for 10 mins followed by substrate addition and measured after 1 hr in presence of ATP by ADP Glo kinase assay,2022.0
,Nc1ncnn2ccc(C(=O)Nc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,Ki,3981.07,nM,5.4,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
BARASERTIB,CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1,Ki,1258.93,nM,5.9,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,O=C(Nc1n[nH]c2nc(-c3ccccc3O)ccc12)C1CC1,IC50,36.0,nM,7.44,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(Cl)c(C(=O)O)c1,IC50,28.0,nM,7.55,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CSc1ccc(/C=C2\NC(=O)NC2=O)cc1,IC50,6900.0,nM,5.16,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta by ELISA,2009.0
,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,IC50,320.0,nM,6.5,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccccc4)c(Br)cc23)CC1,IC50,383.0,nM,6.42,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3ccc4ccccc4c3)cc12,IC50,169.0,nM,6.77,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3ccccc3Cl)cc12,IC50,27.0,nM,7.57,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ncc(-c3cccc(F)c3)cc12,IC50,20.0,nM,7.7,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CC(=O)Nc1n[nH]c2ncc(-c3ccccc3)cc12,IC50,291.0,nM,6.54,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CCCC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,IC50,99.0,nM,7.0,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CN(C1=C(c2cccc([N+](=O)[O-])c2)C(=O)NC1=O)c1ccccc1,IC50,1398.0,nM,5.85,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C1NC(=O)C(c2cccc([N+](=O)[O-])c2)=C1Nc1ccccc1,IC50,141.0,nM,6.85,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,CSc1ccc(NC2=C(c3cccc(Cl)c3)C(=O)NC2=O)cc1,IC50,532.0,nM,6.27,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(O)c(Cl)c1,IC50,94.0,nM,7.03,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1cccc(C2=C(c3c(C)n(C)c4ccccc34)C(=O)NC2=O)c1,IC50,220.0,nM,6.66,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,Cn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2ccccc21,IC50,3.6,nM,8.44,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3-beta assessed as [gamma33]ATP transfer to biotinylated CREB-peptide substrate after 1 hr by scintillation counting,2010.0
,CC1=NNC(=O)/C1=N\Nc1ccccc1Cl,Ki,460.0,nM,6.34,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta assessed as NADH level after 10 mins by pyruvate kinase/lactate dehydrogenase coupled spectrophotometric assay,2010.0
,O=C(Nc1cccnc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,IC50,8.0,nM,8.1,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta using phospho-CREB as substrate by beta counting method,2012.0
EUTYPOID E,O=C1OCC(Cc2ccc(O)c(O)c2)=C1c1cc(O)cc(O)c1,IC50,2260.0,nM,5.65,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by luminescent assay,2011.0
,COc1ccc(C2=NNc3cccc4c(OC)ccc2c34)cc1OC,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
GW827106X,COc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,Ki,5010.0,nM,5.3,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
GW811761X,CCOc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,Ki,190.0,nM,6.72,Glycogen synthase kinase-3 beta,,,Binding affinity for human glycogen synthase kinase 3 beta,2004.0
,CC(C)n1cc(-c2ccnc3[nH]c(C4CCN(CC(=O)N5CCCCC5)CC4)cc23)ccc1=O,IC50,1600.0,nM,5.8,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of full length human GSK3beta in the presence of ATP at Km concentration,2021.0
,O=C1NC(=O)/C(=C/c2cccc3c2OCO3)N1,IC50,138.0,nM,6.86,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,CN(C)c1cccc(/C=C2\SC(=O)NC2=O)c1,IC50,8540.0,nM,5.07,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) using GS-2 peptide substrate incubated for 30 mins by kinase-Glo luminescent assay,2018.0
,Cn1c(NCC(=O)c2ccccc2)nc(-c2ccncc2)cc1=O,IC50,8.9,nM,8.05,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using prephosphorylated GS1 peptide as substrate after 1 hr by liquid scintillation spectrometry,2013.0
MERIDIANIN C,Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1,IC50,2000.0,nM,5.7,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2009.0
,O=C(Nc1cc(-c2[nH]c(CCc3ccccc3)nc2-c2ccc(F)cc2)ccn1)C1CC1,IC50,133.0,nM,6.88,Glycogen synthase kinase-3 beta,,,Competitive inhibition of human recombinant full length GSK3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE as substrate preincubated with enzyme for 10 mins followed by substrate and 25 uM ATP addition measured after 60 mins by ADP-Glo luminescence assay,2019.0
,O=C1NC(=O)/C(=C/c2ccc3c(c2)OCCO3)S1,IC50,7010.0,nM,5.15,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) using GS-2 peptide substrate incubated for 30 mins by kinase-Glo luminescent assay,2018.0
,O=C1NC(=O)/C(=C/c2c(-c3ccccc3)[nH]c3ccccc23)S1,IC50,6030.0,nM,5.22,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) using GS-2 peptide substrate incubated for 30 mins by kinase-Glo luminescent assay,2018.0
,CN(C)c1ccccc1/C=C1\SC(=O)NC1=O,IC50,9220.0,nM,5.04,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3beta (unknown origin) using GS-2 peptide substrate incubated for 30 mins by kinase-Glo luminescent assay,2018.0
,COc1ccc(CNC(=O)Nc2nc3ccc(C(=O)CBr)cc3s2)cc1,IC50,770.0,nM,6.11,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human GSK3beta using prephosphorylated peptide as substrate measured after 30 mins by Kinase-glo luminescence assay,2019.0
,c1cnc2nc(-c3ccc4[nH]ncc4c3)cn2c1,Ki,63.1,nM,7.2,Glycogen synthase kinase-3 beta,active,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,c1cc(-c2c[nH]c3cnccc23)ccn1,IC50,9230.0,nM,5.04,Glycogen synthase kinase-3 beta,,,Inhibition of full-length recombinant human His-tagged GSK3B recombinant in baculovirus expression system using Alexa-Fluor tracer-236 incubated for 60 mins by TR-FRET based Lantha-screen Eu kinase assay,2017.0
ERLOTINIB,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,Ki,3981.07,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
,C#CC(=O)c1ccc2nc(NC(=O)NCc3ccc(OC)cc3)[nH]c2c1,IC50,2470.0,nM,5.61,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human GSK3beta using prephosphorylated peptide as substrate measured after 30 mins by Kinase-glo luminescence assay,2019.0
,COc1ccc(CNC(=O)Nc2nc3ccc(C(C)=O)cc3s2)cc1,IC50,2260.0,nM,5.65,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human GSK3beta using prephosphorylated peptide as substrate measured after 30 mins by Kinase-glo luminescence assay,2019.0
,O=C1NC(=O)C(c2cn3c4c(cccc24)CN(C(=O)Cc2ccncc2)CC3)=C1c1coc2ccccc12,IC50,0.59,nM,9.23,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3beta-mediated YRRAAVPPSPSLSRHSSPHQ(pS)EDEEE phosphorylation,2013.0
GW779439X,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2C(F)(F)F)CC1,IC50,16.0,nM,7.8,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta by scintillation proximity assay,2008.0
,COc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,IC50,1000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,Oc1ccc(-c2nnc(Nc3ccc(Cl)cc3)o2)cc1,IC50,1000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,COc1ccc(Nc2nnc(-c3ccc(S(C)(=O)=O)cc3)o2)cc1,IC50,314.0,nM,6.5,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta Z'-LYTE kinase assay kit method,2010.0
,N#Cc1cc2c(NC(=O)C3CC3)n[nH]c2nc1-c1ccccc1,IC50,87.0,nM,7.06,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1ccc(C2=C(Nc3cccc(Cl)c3)C(=O)NC2=O)cc1,IC50,156.0,nM,6.81,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)c(Cl)cc12)C1CC1,IC50,1.0,nM,9.0,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant GSK3-beta,2008.0
,COc1ccc(-c2ocnc2C(=O)NCCCn2cc(CNC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)nn2)cc1Cl,IC50,1.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of recombinant human GSK-3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEE as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by Kinase-Glo luminescent kinase assay,2023.0
,COc1ccc(-c2ocnc2C(=O)NCCCCNC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc1Cl,IC50,0.81,nM,9.09,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of recombinant human GSK-3beta using YRRAAVPPSPSLSRHSSPHQ(pS)EDEE as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by Kinase-Glo luminescent kinase assay,2023.0
,CN1CCN(C)CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCN(C)CC1,IC50,43.0,nM,7.37,Glycogen synthase kinase-3 beta,,,Inhibition of Glycogen synthase kinase-3 beta,2003.0
,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,IC50,30.0,nM,7.52,Glycogen synthase kinase-3 beta,,,Inhibition of GSK3-beta,2004.0
,COc1ccc([C@H]2CN(c3nc(-c4ccncn4)cc(=O)n3C)CCO2)cc1,IC50,2.9,nM,8.54,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3beta using prephosphorylated GS1 peptide and [gamma-32P]ATP as substrate after 1 hr by liquid scintillation spectrometry,2013.0
,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,Ki,1.1,nM,8.96,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using biotin- AAEELDSRAGS(PO3H2)PQL as substrate and [gamma32P]ATP after 20 mins by scintillation proximity assay,2012.0
,Cc1ccc(Nc2cc(-c3noc(-c4ccc(NS(=O)(=O)c5ccc(C(C)(C)C)cc5)cc4)n3)ccn2)cc1,IC50,4560.0,nM,5.34,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3beta (unknown origin) measured after 40 mins by ADP-Glo assay,2021.0
,COc1cc2c(Br)cc3c(c2cc1OC)C(=O)NC3=O,IC50,304.0,nM,6.52,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK-3beta (unknown origin),2021.0
,Cc1cc(Nc2ncc(C)c(-c3cnn(CCC#N)c3)n2)sn1,IC50,16.0,nM,7.8,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3B (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay,2023.0
,Cc1cc(Nc2ncc(C)c(N3CCN(CC#N)[C@@H](C)C3)n2)sn1,IC50,2196.0,nM,5.66,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3B (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay,2023.0
,Cc1cnc(Nc2cnn(C)c2)nc1N1CC2CCCC(C1)N2CCC#N,IC50,9896.0,nM,5.0,Glycogen synthase kinase-3 beta,,INHIBITOR,Inhibition of GSK3B (unknown origin) incubated for 45 to 120 mins in presence of ATP by Kinase-Glo luminescent assay,2023.0
,N#Cc1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,3162.0,nM,5.5,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using pIRS-1 as substrate preincubated for 15 mins,2012.0
,N#Cc1ccc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cc2)cc1,IC50,316.0,nM,6.5,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK3beta using pIRS-1 as substrate preincubated for 15 mins,2012.0
,N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,IC50,1000.0,nM,,Glycogen synthase kinase-3 beta,,,Inhibition of human recombinant GSK-3 beta using Ulight-CFFKNIVTPRTPPPSQGK-amide substrate incubated for 90 mins by LANCE method relative to control,2015.0
,CCCCC(=O)Nc1ncnc2[nH]c(-c3cccc(C#N)c3)nc12,IC50,1220.0,nM,5.91,Glycogen synthase kinase-3 beta,,,Inhibition of human GSK3-beta,2010.0
,Nc1nccn2c(C3CC(CN4CCCC4)C3)nc(-c3cccc(OCc4ccccc4)c3)c12,Ki,6309.57,nM,,Glycogen synthase kinase-3 beta,inactive,,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: GSK3B,
